,Disease Name,DOID,UBERON,Exact Synonyms
451,obsolete Pseudomonas endocarditis,0050401,,[]
452,obsolete Pseudomonas keratitis,0050402,,[]
453,obsolete commensal Mycoplasmatales infectious disease,0050403,,[]
454,obsolete commensal Mycoplasmataceae infectious disease,0050404,,[]
455,obsolete Mycoplasma genitalium urethritis,0050405,,[]
456,obsolete Yersinia pseudotuberculosis mesenteric lymphadenitis,0050406,,[]
457,obsolete commensal Mycoplasma infectious disease,0050407,,[]
458,obsolete Staphylococcus aureus ecthyma,0050408,,[]
459,obsolete Streptococcus pyogenes ecthyma,0050409,,[]
460,obsolete streptococcal erysipelas,0050410,,[]
461,obsolete Staphylococcus aureus erysipelas,0050411,,[]
462,obsolete Streptococcus impetigo,0050412,,[]
463,obsolete Staphylococcus aureus impetigo,0050413,,[]
464,obsolete Streptococcus lymphangitis,0050414,,[]
465,obsolete Staphylococcus aureus lymphangitis,0050415,,[]
466,obsolete Streptococcus agalactiae meningitis,0050416,,[]
467,obsolete Streptococcus equisimilis meningitis,0050417,,['streptococcus dysgalactiae subsp. equisimilis meningitis']
468,obsolete Streptococcus zooepidemicus meningitis,0050418,,['streptococcus equi subsp. zooepidemicus meningitis']
469,complement factor I deficiency,0050419,,"['c3 inactivator deficiency', 'complement component 3 inactivator deficiency']"
470,obsolete primary Streptococcaceae infectious disease,0050420,,[]
471,obsolete primary streptococcal infectious disease,0050421,,[]
472,obsolete Yersinia pseudotuberculosis gastroenteritis,0050422,,[]
473,obsolete enteroaggregative Escherichia coli infectious disease,0050423,,['enteroaggregative e.coli infection']
474,familial adenomatous polyposis,0050424,,['adenomatous polyposis of the colon']
475,restless legs syndrome,0050425,,"['wed', 'willis-ekbom disease', 'wittmaack-ekbom syndrome']"
476,Stevens-Johnson syndrome,0050426,,[]
477,xeroderma pigmentosum,0050427,,[]
478,nonepidermolytic palmoplantar keratoderma,0050428,,"['thost-unna syndrome', 'unna-thost syndrome', 'diffuse nonepidermolytic palmomplantar keratoderma', 'tylosis']"
479,Hailey-Hailey disease,0050429,,"['benign chronic pemphigus', 'pemphigus, benign familial']"
480,multiple endocrine neoplasia type 2A,0050430,,"['men2a', 'sipple syndrome', 'multiple endocrine neoplasia ii']"
481,arrhythmogenic right ventricular cardiomyopathy,0050431,,"['arvc', 'arvc cardiomyopathy', 'arvd', 'arrhythmogenic right ventricular dysplasia', 'arrhythmogenic right ventricular dysplasia/cardiomyopathy']"
482,Asperger syndrome,0050432,,[]
483,fatal familial insomnia,0050433,,[]
484,Andersen-Tawil syndrome,0050434,,"['andersen cardiodysrhythmic periodic paralysis', 'andersen syndrome', 'lqt7', 'long qt syndrome 7', 'potassium-sensitive cardiodysrhythmic type']"
485,mulibrey nanism,0050436,,"['mul', 'mulibrey growth disorder', 'muscle-liver-brain-eye nanism', 'pericardial constriction and growth failure', 'perheentupa syndrome']"
486,Danon disease,0050437,,"['antopol disease', 'pseudoglycogenosis ii']"
487,Frasier syndrome,0050438,,[]
488,Usher syndrome,0050439,,[]
489,familial partial lipodystrophy,0050440,,"['dunnigan syndrome', 'koberling-dunnigan syndrome']"
490,mucosulfatidosis,0050441,,"['sulfatidosis, juvenile, austin type', 'multiple sulfatase deficiency disease']"
491,infantile Refsum disease,0050444,,['infantile phytanic acid storage disease']
492,X-linked dominant hypophosphatemic rickets,0050445,,"['hypophosphatemia, vitamin d-resistant rickets', 'vitamin d-resistant rickets, x-linked', 'x-linked hypophosphatemia', 'hypophosphatemic rickets x-linked dominant']"
493,hereditary mucosal leukokeratosis,0050448,,"['white sponge nevus', 'white sponge nevus of cannon']"
494,pachyonychia congenita,0050449,,"['jackson-lawler type pachyonychia congenita', 'jadassohn-lewandowsky syndrome', 'pachyonychia congenita, jadassohn-lewandowsky type', 'pachyonychia congenita type 1']"
495,Gitelman syndrome,0050450,,"['hypomagnesemia-hypokalemia, primary renotubular, with hypocalciuria']"
496,Brugada syndrome,0050451,,"['bangungut', 'brugada type idiopathic ventricular fibrillation', 'dream disease', 'pokkuri death syndrome', 'sunds', 'sudden unexplained nocturnal death syndrome']"
497,mevalonic aciduria,0050452,,['mevalonate kinase deficiency']
498,lissencephaly,0050453,0000956,[]
499,periventricular nodular heterotopia,0050454,,['periventricular heterotopia']
500,obsolete arachnodactyly,0050455,,[]
501,Buruli ulcer disease,0050456,,"['bairnsdale ulcer', 'daintree ulcer', 'mossman ulcer', 'searl ulcer', ""searle's ulcer""]"
502,Sertoli cell-only syndrome,0050457,,"['del castillo syndrome', 'germinal cell aplasia']"
503,juvenile myelomonocytic leukemia,0050458,,[]
504,hyperphosphatemia,0050459,,[]
505,Wolf-Hirschhorn syndrome,0050460,,"['4p deletion syndrome', 'pitt syndrome', 'pitt-rogers-danks syndrome', 'chromosome 4p16.3 deletion syndrome']"
506,aspartylglucosaminuria,0050461,,"['aspartylglucosaminidase deficiency', 'aspartylglycosaminuria', 'glycosylasparaginase deficiency']"
507,Antley-Bixler syndrome,0050462,,['trapezoidocephaly-synostosis syndrome']
508,campomelic dysplasia,0050463,,['acampomelic campomelic dysplasia']
509,Farber lipogranulomatosis,0050464,,"['farber disease', 'n-laurylsphingosine deacylase deficiency', 'acid ceramidase deficiency']"
510,Muir-Torre syndrome,0050465,,[]
511,Loeys-Dietz syndrome,0050466,,[]
512,erythrokeratodermia variabilis,0050467,,"['erythrokeratodermia figurata variabilis', 'greither disease']"
513,yellow nail syndrome,0050468,0000014,[]
514,Costello syndrome,0050469,,"['fcs syndrome', 'faciocutaneoskeletal syndrome']"
515,Donohue syndrome,0050470,,['leprechaunism']
516,Carney complex,0050471,,"['carney complex, type 1', 'carney complex, type 2', 'carney syndrome', 'carney complex variant', 'lamb syndrome', 'name syndrome']"
517,monilethrix,0050472,,[]
518,Alstrom syndrome,0050473,,[]
519,Netherton syndrome,0050474,,[]
520,Weill-Marchesani syndrome,0050475,,"['gemss syndrome', 'marchesani-weill syndrome', 'mesodermal dysmorphodystrophy, congenital', 'spherophakia brachymorphia syndrome', 'congenital mesodermal dystrophy']"
521,Barth syndrome,0050476,,"['3-methylglutaconicaciduria type 2', '3-methylglutaconicaciduria type ii', 'mga type 2', 'mga type ii']"
522,Liddle syndrome,0050477,,"[""liddle's syndrome"", 'pseudoaldosteronism']"
523,obsolete primary Escherichia coli infectious disease,0050478,,[]
524,obsolete commensal Klebsiella infectious disease,0050479,,['klebsiella infection']
525,epidemic typhus,0050480,,['sylvatic typhus']
526,endemic typhus,0050481,,"['rat-flea typhus', 'rickettsia felis spotted fever', 'urban typhus of malaya', 'cat flea rickettsiosis', 'fleaborne typhus', 'murine typhus', 'toulon typhus', 'urban typhus']"
527,obsolete lymphangitis-associated rickettsiosis,0050482,,[]
528,obsolete Rickettsia aeschlimannii spotted fever,0050483,,[]
529,aneruptive fever,0050484,,['rickettsia helvetica spotted fever']
530,sennetsu fever,0050485,,['sennetsu ehrlichiosis']
531,exanthem,0050486,,"['rash', 'exanthema']"
532,bacterial exanthem,0050487,,[]
533,early congenital syphilis,0050488,,[]
534,multinodular goiter,0050489,,[]
535,parenchymatous neurosyphilis,0050490,,[]
536,meningovascular neurosyphilis,0050491,,[]
537,obsolete tertiary syphilitic encephalitis,0050492,,[]
538,obsolete tertiary syphilitic meningitis,0050493,,[]
539,obsolete Papillomaviridae infectious disease,0050494,,[]
540,exanthema subitum,0050495,,"['roseola infantum', 'sixth disease']"
541,obsolete Banna virus encephalitis,0050496,,[]
542,obsolete Anelloviridae infectious disease,0050497,,[]
543,obsolete dsDNA virus infectious disease,0050498,,"['double stranded dna virus infectious disease', 'dsdna virus infection']"
544,obsolete ssDNA virus infectious disease,0050499,,"['single stranded dna virus infectious disease', 'ssdna virus infection']"
545,obsolete dsDNA-RT virus infectious disease,0050500,,"['double stranded dna reverse transcribing virus infectious disease', 'double stranded dna-reverse transcribing virus infection', 'dsdna-rt virus infection']"
546,obsolete dsRNA virus infectious disease,0050501,,"['double stranded rna virus infectious disease', 'dsrna virus infection']"
547,obsolete (+)ssRNA virus infectious disease,0050502,,"['(+)ssrna virus infection', 'positive stranded ssrna virus infectious disease', 'positive-sense single stranded rna virus infectious disease', 'positive-sense ssrna virus infection', 'positive-sense ssrna virus infectious disease']"
548,obsolete (-)ssRNA virus infectious disease,0050503,,"['(-)ssrna virus infection', 'negative stranded ssrna virus infectious disease', 'negative-sense single stranded rna virus infectious disease', 'negative-sense ssrna virus infection', 'negative-sense ssrna virus infectious disease']"
549,obsolete ssRNA-RT virus infectious disease,0050504,,"['single stranded rna reverse transcribing virus infectious disease', 'ssrna-rt virus infection']"
550,obsolete human papilloma virus related anal squamous cell carcinoma,0050505,,[]
551,obsolete human papilloma virus related vaginal squamous cell carcinoma,0050506,,[]
552,obsolete AIDS-related cryptosporidiosis,0050507,,[]
553,variola major,0050508,,[]
554,obsolete AIDS-related toxoplasmosis,0050509,,[]
555,obsolete AIDS-related cystoisosporiasis,0050510,,['aids-related isosporiasis']
556,obsolete Human torovirus gastroenteritis,0050511,,[]
557,obsolete Saffold virus gastroenteritis,0050512,,[]
558,spinal polio,0050513,0002240,[]
559,bulbospinal polio,0050514,,[]
560,paralytic poliomyelitis,0050515,0001017,[]
561,O'nyong'nyong fever,0050516,,[]
562,Barmah Forest virus disease,0050517,,[]
563,Ross River fever,0050518,,['ross river virus disease']
564,obsolete Lymphocytic choriomeningitis virus meningitis,0050519,,[]
565,obsolete Lymphocytic choriomeningitis virus meningoencephalitis,0050520,,[]
566,Oropouche fever,0050521,,[]
567,Balkan hemorrhagic fever,0050522,,[]
568,adult T-cell leukemia/lymphoma,0050523,,"['adult t-cell leukemia/lymphoma (htlv-1 positive)', 'adult t-cell leukemia']"
569,maturity-onset diabetes of the young,0050524,,"['mody', 'mason-type diabetes']"
570,obsolete acroosteolysis,0050525,,['acro-osteolysis']
571,Gamstorp-Wohlfart syndrome,0050526,,"['autosomal recessive neuromyotonia and axonal neuropathy', 'myokymia, myotonia and muscle wasting']"
572,obsolete familial hypertriglyceridemia,0050527,,[]
573,nonphotosensitive trichothiodystrophy 4,0050528,,"['amish brittle hair brain syndrome', 'bids syndrome', 'hair-brain syndrome', 'ttd4']"
574,adult spinal muscular atrophy,0050529,,"['sma4', 'spinal muscular atrophy, adult form', 'spinal muscular atrophy, type iv', 'spinal muscular atrophy 4']"
575,intermediate spinal muscular atrophy,0050530,,"['muscular atrophy, spinal, infantile chronic form', 'muscular atrophy, spinal, intermediate type', 'sma ii', 'sma2', 'spinal muscular atrophy 2', 'spinal muscular atrophy type ii']"
576,obsolete lentiginosis profusa,0050531,,"['lentiginosis, diffuse', 'lentiginosis, generalized', 'lentiginosis, inherited patterned']"
577,obsolete epidermal nevus,0050532,,"['nevus, keratinocytic, nonepidermolytic', 'pigmented moles']"
578,obsolete soldiers heart,0050533,,"['irritable heart', 'mitral valve prolapse syndrome', 'neurocirculatory asthenia', 'orthostatic intolerance']"
579,congenital stationary night blindness,0050534,,['congenital essential nyctalopia']
580,exudative vitreoretinopathy,0050535,,"['fevr', 'familial exudative vitreoretinopathy']"
581,obsolete SC phocomelia syndrome,0050536,,"['hypomelia hypotrichosis facial hemangioma syndrome', 'sc pseudothalidomide syndrome']"
582,posterior polar cataract,0050537,,"['cataract, posterior polar']"
583,Charcot-Marie-Tooth disease type 1,0050538,,['hereditary motor and sensory neuropathy type 1']
584,Charcot-Marie-Tooth disease type 2,0050539,,"['hereditary motor and sensory neuropathy guadalajara neuronal type', 'hereditary motor and sensory neuropathy okinawa type', 'hereditary motor and sensory neuropathy type 2']"
585,Charcot-Marie-Tooth disease type 3,0050540,,"['dejerine-sottas neuropathy', 'dejerine-sottas syndrome']"
586,Charcot-Marie-Tooth disease type 4,0050541,,['hereditary motor and sensory neuropathy']
587,Charcot-Marie-Tooth disease type X,0050542,,[]
588,Charcot-Marie-Tooth disease intermediate type,0050543,,"['charcot-marie-tooth disease dominant intermediate', 'charcot-marie-tooth disease recessive intermediate']"
589,hypermethioninemia,0050544,,[]
590,visceral heterotaxy,0050545,,"['heterotaxia', 'situs ambiguus']"
591,congenital adrenal insufficiency,0050546,,"['adrenal insufficiency, congenital, with 46,xy sex reversal, partial or complete', 'p450scc deficiency']"
592,familial medullary thyroid carcinoma,0050547,,"['thyroid carcinoma, familial medullary']"
593,hereditary sensory neuropathy,0050548,,"['familial dysautonomia, type ii', 'hereditary sensory and autonomic neuropathy']"
594,Saldino-Noonan syndrome,0050549,,['type i short rib polydactyly syndrome']
595,obsolete Majewski syndrome,0050550,,['type ii short rib-polydactyly syndrome']
596,obsolete Verma-Naumoff syndrome,0050551,,['type iii short rib-polydactyly syndrome']
597,JMP syndrome,0050553,,"['joint contractures, muscular atrophy, microcytic anemia, and panniculitis-induced lipodystrophy']"
598,X-linked sideroblastic anemia with ataxia,0050554,,"['anemia sideroblastic and spinocerebellar ataxia', 'x-linked sideroblastic anaemia and ataxia', 'x-linked sideroblastic anaemia with ataxia', 'x-linked sideroblastic anemia and ataxia']"
599,obsolete infantile onset spinocerebellar ataxia,0050556,,[]
600,congenital muscular dystrophy,0050557,,[]
601,Ullrich congenital muscular dystrophy,0050558,,"['ullrich disease', 'ullrich scleroatonic muscular dystrophy']"
602,Fukuyama congenital muscular dystrophy,0050559,,[]
603,Walker-Warburg syndrome,0050560,,"['hard syndrome', 'cerebroocular dysplasia-muscular dystrophy syndrome']"
604,Lennox-Gastaut syndrome,0050561,,['lennox syndrome']
605,West syndrome,0050562,,[]
606,nonsyndromic deafness,0050563,,"['nonsyndromic hearing loss', 'nonsyndromic hereditary hearing loss']"
607,autosomal dominant nonsyndromic deafness,0050564,,['autosomal dominant deafness']
608,autosomal recessive nonsyndromic deafness,0050565,,[]
609,X-linked nonsyndromic deafness,0050566,,['x-linked deafness']
610,orofacial cleft,0050567,,[]
611,spondylocostal dysostosis,0050568,0001130,"['jarcho-levin syndrome', 'costovertebral dysplasia', 'spondylothoracic dysostosis', 'spondylothoracic dysplasia']"
612,Seckel syndrome,0050569,,"[""harper's syndrome"", 'virchow-seckel dwarfism', 'bird-headed dwarfism', 'microcephalic primordial dwarfism']"
613,congenital disorder of glycosylation type I,0050570,,[]
614,congenital disorder of glycosylation type II,0050571,,[]
615,cone-rod dystrophy,0050572,,['cone-rod retinal dystrophy']
616,2-hydroxyglutaric aciduria,0050573,,[]
617,L-2-hydroxyglutaric aciduria,0050574,0002037,['l-2-hydroxyglutaric acidemia']
618,D-2-hydroxyglutaric aciduria,0050575,0001893,[]
619,Senior-Loken syndrome,0050576,,"['loken senior syndrome', 'renal-retinal syndrome']"
620,cranioectodermal dysplasia,0050577,,"['levin syndrome', 'sensenbrenner syndrome']"
621,occult macular dystrophy,0050578,,[]
622,glycogen storage disease XV,0050579,,['glycogen storage disease type xv']
623,hereditary lymphedema,0050580,,[]
624,brachydactyly,0050581,,[]
625,obsolete Chlamydophila pneumoniae infectious disease,0050583,,[]
626,gummatous syphilis,0050584,,[]
627,congenital generalized lipodystrophy,0050585,,[]
628,trichotillomania,0050587,,[]
629,muscular dystrophy-dystroglycanopathy type B1,0050588,,['cmd due to dystroglycanopathy']
630,inflammatory bowel disease,0050589,,[]
631,severe congenital neutropenia,0050590,,[]
632,tooth agenesis,0050591,,"['familial tooth agenesis', 'hypodontia', 'oligodontia', 'selective tooth agenesis']"
633,asphyxiating thoracic dystrophy,0050592,,"['jeune syndrome', 'short-rib thoracic dysplasia with or without polydactyly', 'thoracic pelvic phalangeal dystrophy']"
634,primary congenital glaucoma,0050593,,[]
635,glycogen storage disease IX,0050594,,[]
636,taeniasis,0050596,,[]
637,intestinal schistosomiasis,0050597,0000160,"['katayama fever', 'schistosoma japonicum infection', 'schistosoma mansoni infectious disease', 'schistosomiasis japonica']"
638,extrapulmonary tuberculosis,0050598,0004122,[]
639,abdominal tuberculosis,0050599,,[]
640,ABCD syndrome,0050600,,"['abcds', 'albinism, black lock, cell migration disorder of the neurocytes of the gut, and deafness']"
