,biomarker_ID,main_Xref,assesed_biomarker_entity,biomarker_status,best_biomarker_type,specimen_type,loinc_code,condition_name,assessed_entity_type,evidence_source,notes,gene
47,A0159,UPKB:P31269,Homeobox protein Hox-A9 gene (HOXA9),increased HOXA9 meth-ctDNA level,predictive,blood (UN:0000178),,ovarian cancer (DOID:2394),DNA,"Detection of HOXA9 meth-ctDNA during treatment with a PARP inhibitor was associated with worse clinical outcomes. Longitudinal monitoring of HOXA9 meth-ctDNA is clinically feasible and is strongly correlated to clinical outcomes (PFS, OS), suggesting that it may serve as a valuable predictive biomarker to inform clinical decision-making in the setting of platinum-resistant BRCA-mutated OC treated with a PARP inhibitor. [PMID:31865042]",Detection of HOXA9 meth-ctDNA,HOXA9
48,A0161,UPKB:Q14112,Nidogen-2 (NID2),increased NID2 level,diagnostic,blood (UN:0000178),,esophageal cancer (DOID:5041),protein,"The serum NID2 levels in ESCC patients (median 24.4 ug/L) are significantly higher (p= 4.3e-09) than that of the healthy controls (median 15.85 ug/L). In conclusion, we show that detecting the elevation of serum NID2 levels has potential diagnostic and prognostic value for ESCC patients. [PMID:29278876]",Also High potential prognostic biomarker,NID2
49,A0162,MRB:MI0003142,miRNA-498-5p (MIR‑498-5P),decreased MIR-498-5P level,diagnostic,liver (UN:0002107),,liver cancer (DOID:3571),RNA,"The miR-498 expression level was significantly lower in liver cancer patient tissues than that in healthy control tissues. Furthermore, ZEB2 knockdown recapitulated the inhibitory effects of miR-498 overexpression in liver cancer cells. Thus, we demonstrated that miR-498 suppresses the growth and metastasis of liver cancer cells, partly at least, by directly targeting ZEB2, suggesting that miR-498 may serve as a potential biomarker for the diagnosis and therapy of liver cancer. [PMID:30592286]",Decreased expression of MIR-98,MIR‑498-5P
50,A0163,UPKB:Q9ULD0,Oxoglutarate dehydrogenase-like (OGDHL),decreased OGDHL level,prognostic,liver (UN:0002107),,liver cancer (DOID:3571),gene,"OGDHL had lower expression in cancerous liver tissues than noncancerous adjacent tissues, and low expression correlated with more advanced patient age, histologic grade, stage, T classification, and poor survival. Survival analysis showed that patients with lower OGDHL levels had shorter overall survival (OS), and subgroup analysis indicated this relationship also held for patients with grade G1/G2, stage I/II, T3, N0, and M0 cancers. In addition, patients with lower OGDHL levels had shorter relapse-free survival, and subgroup analysis indicated this relationship also held for patients with grade G1/G2, stage III/IV, T1, T3, N0, and M1 cancers. Patients with lower OGDHL expression had shorter OS and relapse-free survival. Multivariate Cox regression indicated that low OGDHL expression was an independent risk factor for poor prognosis. [PMID:31781311]",Decreased OGDHL expression,OGDHL
51,A0164,UPKB:P07900,Heat shock protein 90 alpha (HSP90AA1),increased HSP90AA1 level,diagnostic,blood (UN:0000178),,liver cancer (DOID:3571),protein,"Diagnostic performance of plasma Hsp90a was evaluated by the calculated sensitivity, specificity, and area under the receiver operating characteristic curve (AUC). ROC curve showed plasma Hsp90a can discriminating liver cancer with a sensitivity of 92.7% and specificity of 91.3% from non-liver cancer control. [PMID:28939487]",,HSP90AA1
52,A0165,UPKB:Q02978,Mitochondrial 2-oxoglutarate/malate carrier protein (SLC25A11),decreased SLC25A11 level,prognostic,liver (UN:0002107),,liver cancer (DOID:3571),gene,"Liver cancer patients with low SLC25A11 expression had shorter OS and RFS than patients with high SLC25A11 expression. Multivariate analysis showed that the expression of SLC25A11 was an independent predictor of RFS and OS. In conclusion, this study identified that SLC25A11 serves as a new prognostic marker for liver cancer. [PMID:32555317]",Downregulation of SLC25A11,SLC25A11
53,A0166,UPKB:P27707,Deoxycytidine kinase (DCK),increased DCK level,prognostic,liver (UN:0002107),,liver cancer (DOID:3571),gene,"The deoxycytidine kinase messenger RNA level significantly upregulated in patients with liver cancer compared to normal liver samples. All the above findings suggested that increased expression of deoxycytidine kinase was significantly related to unfavorable prognosis in patients with liver cancer. Deoxycytidine kinase is correlated with immune infiltrating levels, including those of B cells, macrophages, neutrophils, and dendritic cells in patients with liver cancer. The survival curves revealed that in patients with liver cancer, the high expression level of DCK (RNA-SeqID:1633) indicated worse prognosis. high expression of DCK resulted in shorter OS (HR = 1.90, 95% CI = 1.32-2.72, P value = .00043) and RFS (HR = 1.53, 95% CI = 1.10-2.13, P value = .011). [PMID:32588770]",Upregulation of deoxycytidine kinase,DCK
54,A0167,UPKB:P16104,Histone H2AX (H2AX),increased H2AX level,prognostic,breast (UN:0000310),,breast cancer (DOID:1612),protein,"Greater tumor size, higher grade, and the number of affected lymph nodes are significantly associated with greater values of gamma-H2AX. Higher values of estrogen receptor and progesterone receptor are significantly associated with lower gamma-H2AX values. In conclusion, a positive association between gamma-H2AX expression and infaust histopathological parameters was observed. [PMID:31552812]",Synonym: Gamma-H2AX|Increased gamma-H2AX expression,H2AX
55,A0168,NCIt:C113243,Circulating tumor-derived DNA (CTDNA),increased CTDNA level,monitoring,blood (UN:0000178),,colorectal cancer (DOID:9256),DNA,"During surveillance after definitive therapy, ctDNA-positive patients were more than 40 times more likely to experience disease recurrence than ctDNA negative patients (HR, 43.5; 95% CI, 9.8-193.5 P < .001). In all multivariate analyses, ctDNA status was independently associated with relapse after adjusting for known clinicopathologic risk factors. Circulating tumor DNA analysis can potentially change the postoperative management of CRC by enabling risk stratification, ACT monitoring, and early relapse detection. [PMID:31070691]",ctDNA-postivity,CTDNA
56,A0169,UPKB:Q12933,Tumor necrosis factor receptor-associated factor 2 (TRAF2),increased of TRAF2 level,prognostic,prostate gland (UN:0002367),,prostate cancer (DOID:10283),protein,"We found that TRAF2 was significantly upregulated in prostate cancer compared with normal prostate samples (P<0.001). TRAF2 high expression was associated with poorer recurrence-free survival in prostate cancer patients (P=0.013). TRAF2 was found to be a valuable independent prognostic factor for predicting recurrence-free survival (P=0.026). TRAF2 could be a novel prognostic biomarker for predicting recurrence-free survival in patients with prostate cancer, which might be associated with the effects of TRAF2 in regulating TRAIL-induced apoptosis in prostate cancer cells via c-Flip/Caspase-8 signaling. [PMID:28855498]",Upregulation of TRAF2,TRAF2
57,A0170,,Tissue polypeptide antigen (TPA),increased TPA level,prognostic,blood (UN:0000178),63441-0,lung cancer (DOID:1324),protein,"The determination of TPA in blood is useful for the diagnosis of lung cancer. Statistically significant differences were observed in serum TPA levels between normal controls and stage 1, stage 1 and stage 3, and in stage 3 and stage 4, suggesting a gradual increase in TPA levels accompanying the progress of the lung cancer. [PMID:2170727]",,TPA
58,A0171,MRB:MI0000290,miRNA-214 (MIR‑214),decreased MIR-214 level,diagnostic,urine (UN:0001088),,urinary bladder cancer (DOID:11054),RNA,"Underexpressed extracellular miR-214 in urine was significantly associated with higher tumor stage, higher lymph node status, higher grade, age and history of non-muscle-invasive bladder cancer (NMIBC). Urinary cell-free miR-214 is a hopeful biomarker for tumor stratification, early diagnosis and prognostic assessment of bladder cancer. [PMID:25975233]",Downregulation of MIR-214,MIR‑214
59,A0173,UPKB:Q9UN36,N-myc downstream-regulated gene 2 (NDRG2),decreased NDRG2 level,diagnostic,urine (UN:0001088),,urinary bladder cancer (DOID:11054),protein,"The relative NDRG2 expression were significantly downregulated both at mRNA and protein levels in urine of patients with bladder cancer and in cell lines, and its low expression was distinctively correlated with tumor grade and stage. NDRG2 was decreased in patients with bladder cancer and might be involved in the progression of this malignancy. Moreover, NDRG2 could be a potential independent diagnostic biomarker for bladder cancer. [PMID:28953854]",Downregulation of NDRG2,NDRG2
60,A0174,UPKB:O75636,Ficolin-3 (FCN3),increased FCN3 level,prognostic,blood (UN:0000178),,esophageal cancer (DOID:5041),protein,"The serum ficolin-3 level in the esophageal squamous cell carcinoma (ESCC) group was significantly higher than in the esophageal adenocarcinoma (EAC) group (19.59 ± 4.35 ng/mL vs. 18.39 ± 5.42 ng/mL, p < 0.01). Serum ficolin-3 levels were identified as an independent prognostic biomarker for DSS and OS in Chinese patients with EC, especially EAC. [PMID:31373851]",,FCN3
61,A0175,UPKB:P36222,Chitinase-3-like protein 1 (CHI3L1),increased CHI3L1 level,diagnostic,blood (UN:0000178),,esophageal cancer (DOID:5041),protein,Plasma YKL-40 levels were significantly higher in patients with lymph node metastasis than those that were non-metastatic (p = 0.005). This study indicated that YKL-40 may be a biomarker for esophageal cancer and potential biomarker for identification of invasive esophageal cancer. [PMID:32162865],"ID map has LOINC code that is for serum not plasma, so this entry is NA",CHI3L1
62,A0175,UPKB:P36222,Chitinase-3-like protein 1 (CHI3L1),increased CHI3L1 level,prognostic,thyroid gland (UN:0002046),,thyroid gland cancer (DOID:1781),protein,"Here, we investigated the prognostic significance of CHI3L1 expression in thyroid neoplasms and examined the potential oncogenic roles. Compared with normal thyroid tissue and benign thyroid lesions that had low or no detectable CHI3L1 expression, CHI3L1 was overexpressed in both differentiated and undifferentiated thyroid cancer. [PMID:32613636]",Increased expression of CHI3L1,CHI3L1
63,A0176,UPKB:P13674,Prolyl 4-hydroxylase subunit alpha 1 (P4HA1),decreased P4HA1 level,prognostic,skin epidermis (UN:0001003),,skin cancer (DOID:4159),gene,"We studied further the significance of one of the genes, prolyl 4-hydroxylase subunit alpha 1 (P4HA1), in melanoma progression. P4HA1 depletion in melanoma cells reduced cell adhesion, invasion, and viability in vitro. Taken together, P4HA1 is an interesting potential prognostic marker and therapeutic target in primary melanomas, influencing many aspects of melanoma tumor progression. [PMID:32053263]",Depletion of P4HA1,P4HA1
64,A0177,UPKB:Q99988,Macrophage inhibitory cytokine 1 (GDF15),increased GDF15 level,diagnostic,blood (UN:0000178),,pancreatic cancer (DOID:1793),protein,"Ninety percent of patients with pancreatic cancer had MIC-1 levels >2 SD above age-matched controls. By logistic regression analysis, MIC-1 and CA19-9 were significant independent predictors of diagnosis. Receiver operating characteristic curve analysis showed that MIC-1 was significantly better than CA19-9 in differentiating patients with pancreatic cancer from healthy controls (area under the curve is 0.99 and 0.78, respectively; P = 0.003), but not in distinguishing pancreatic cancer from chronic pancreatitis (area under the curve of 0.81 and 0.74, respectively; P = 0.63). In the differentiation of patients with resectable pancreatic cancer from controls, serum MIC-1 outperforms other markers including CA19-9. [PMID:16428484]",Resectable pancreatic adenocarcinoma,GDF15
65,A0178,UPKB:O60238,BCL2/Adenovirus E1B 19 kDa protein-interacting protein 3-like (BNIP3L),increased BNIP3L level,prognostic,blood (UN:0000178),,skin cancer (DOID:4159),protein,"A specific antibody response was raised against an antigen identified as BNIP3L, which correlated with a good prognosis. Medium and high expression of BNIP3L was also linked with longer overall survival. BNIP3L is a candidate prognostic marker of clinical outcome of melanoma patients treated with AGI-101H, and may be considered as a prediction marker for patient survival. [PMID:32620611]",Higher levels of BNIP3L indicate a good prognosis in patients treated by AGI-101H|Increased expression of BNIP3L.,BNIP3L
66,A0179,UPKB:Q9Y625,Glypican 6 (GPC6),increased GPC6 level,prognostic,skin epidermis (UN:0001003),,skin cancer (DOID:4159),gene,"GPC6 expression was up-regulated in a melanoma cell line compared to normal melanocytes and in metastatic melanoma compared to primary melanoma. Together, our findings identified GPC6 as an early biomarker for melanoma metastatic progression, one that can be regulated by miR-509-3p. [PMID:31199813]",Upregulation of GPC6,GPC6
